pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	strain	species	genus	family	order	class	phylum	kingdom	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	sample body site	refseq id	habitat	cell shape	id	summary_rank
	0.0	Robertmurraya massiliosenegalensis JC6	Robertmurraya massiliosenegalensis	Robertmurraya	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1034347.0		GCF_000311725.1	2547132161.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Aerobe	0.0	Motile	0.0	4895941.0	5009.0	1839707.0	38.0	4903.0	97.88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/725/GCF_000311725.1_ASM31172v1	Robertmurraya.json		NZ_HE978511			Robertmurraya	genus
	0.0			Robinsoniella	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0							Gram+	Anaerobe	0.0	0	0.0								Robinsoniella.json	0.0		0.0	0.0	Robinsoniella	genus
	0.0	Rodentibacter pneumotropicus DSM 21403	Rodentibacter pneumotropicus	Rodentibacter	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	Mouse	1122936.0		GCF_000379905.1	2515154191.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram-	Facultative	0.0	0		2259784.0	2154.0	898589.0	40.0	2080.0	96.56	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/905/GCF_000379905.1_ASM37990v1	Rodentibacter.json		NZ_KB904040			Rodentibacter	genus
	0.0			Romboutsia	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human			GCF_000499525.1	2619619272.0			0.0	0.0	Yes	0.0	0	0	0	0	Gram+		0.0		0.0	3735472.0	3901.0	1045296.0	28.0	3810.0	97.67		Romboutsia.json	0.0		0.0		Romboutsia	genus
				Roseburia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0							Gram+	Anaerobe	0.0		0.0								Roseburia.json	0.0		0.0	0.0	Roseburia	genus
Roseomonas cervicalis ATCC 49957 (525371.3)				Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Human		525371.3					0.0	0.0	Yes	0.0	Host-associated	Human			Gram-		0.0										Roseomonas.json					Roseomonas	genus
				Rothia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0	0	0.0								Rothia.json				0.0	Rothia	genus
	0.0	Rubeoparvulum massiliense DSM 100479	Rubeoparvulum massiliense	Rubeoparvulum	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1631346.0		GCF_001049895.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/049/895/GCF_001049895.1_Rubeoparvulum_massiliensis	Rubeoparvulum.json		GCF_001049895.1			Rubeoparvulum	genus
				Rubrobacter	Rubrobacteraceae	Rubrobacterales	Rubrobacteria	Actinobacteria	Bacteria	Mouse					Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0							Gram+	Aerobe	0.0		0.0								Rubrobacter.json	0.0	GCF_000231235.1	0.0	0.0	Rubrobacter	genus
Rudanella lutea DSM 19387 (1089547.3)	2.0	Rudanella lutea DSM 19387	Rudanella lutea	Rudanella	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Human	1089547.0	1089547.3	GCF_000383955.1	2517093013.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Air	Unclassified	Unclassified	Gram-	Obligate aerobe	0.0	0	0.0	6546036.0	5356.0	3557073.0	54.0	5307.0	99.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/955/GCF_000383955.1_ASM38395v1	Rudanella.json	0.0	NZ_LEKH01000010		0.0	Rudanella	genus
				Ruminiclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0										Ruminiclostridium.json				0.0	Ruminiclostridium	genus
				Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+				0.0								Ruminococcus.json	0.0				Ruminococcus	genus
	0.0	Ruthenibacterium lactatiformans	Ruthenibacterium lactatiformans	Ruthenibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1550024.0			2630968832.0	PMID:31477907	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	4111078.0	3990.0	2323370.0	57.0	3926.0	98.4		Ruthenibacterium.json	0.0		0.0	0.0	Ruthenibacterium	genus
Sulfolobus solfataricus P2 (273057.1)	2.0	Saccharolobus solfataricus P2	Saccharolobus solfataricus	Saccharolobus	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea	Human	273057.0	273057.1	GCF_000007005.1	638154518.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0		Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram-	Aerobe		Motile	0.0	2992245.0	3141.0	1070840.0	36.0	3048.0	97.04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/005/GCF_000007005.1_ASM700v1	Saccharolobus.json	0.0	GCF_000007005.1			Saccharolobus	genus
	0.0	Salinibacterium amurskyense	Salinibacterium amurskyense	Salinibacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human	205941.0		GCF_002797685.1	2728369736.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Marine	Gram+	Aerobe	0.0	0	0.0	2776536.0	2682.0	1718007.0	62.0	2625.0	97.87	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/797/685/GCF_002797685.1_ASM279768v1	Salinibacterium.json	0.0	GCF_002797685.1	0.0	0.0	Salinibacterium	genus
				Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Salmonella.json	0.0		0.0	0.0	Salmonella	genus
	0.0			Sarcina	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human					PMID:30718869	Forster et al. resource	0.0	0.0							Gram+		0.0	0	0.0								Sarcina.json	0.0		0.0	0.0	Sarcina	genus
				Scardovia	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0								Scardovia.json					Scardovia	genus
				Schaalia	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram+		0.0		0.0								Schaalia.json					Schaalia	genus
Schlesneria paludicola DSM 18645 (1123242.3)	2.0	Schlesneria paludicola DSM 18645	Schlesneria paludicola	Schlesneria	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	Human	1123242.0	1123242.3	GCF_000255655.1	2548877001.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Wetlands	Soil	Gram-	0	0.0	0	0.0	8639329.0	6954.0	4808721.0	56.0	6860.0	98.65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/655/GCF_000255655.1_ASM25565v1	Schlesneria.json	0.0			0.0	Schlesneria	genus
	0.0	Schwartzia succinivorans DSM 10502	Schwartzia succinivorans	Schwartzia	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human	1123243.0		GCF_900129225.1	2582581261.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram-	Anaerobe	0.0	Motile	0.0	2659575.0	2511.0	1243798.0	47.0	2433.0	96.89	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/225/GCF_900129225.1_IMG-taxon_2582581261_annotated_assembly	Schwartzia.json	0.0	GCF_900129225.1			Schwartzia	genus
	0.0	Sediminibacterium salmoneum NBRC 103935	Sediminibacterium salmoneum	Sediminibacterium	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	Human	1400522.0		GCF_000511175.1	2585428137.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Lentic	Freshwater	Gram-	Aerobe	0.0	Motile	0.0	3189154.0	3014.0	1252565.0	39.0	2964.0	98.34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/175/GCF_000511175.1_ASM51117v1	Sediminibacterium.json	0.0	GCF_000511175.1			Sediminibacterium	genus
				Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-		0.0		0.0								Selenomonas.json	0.0		0.0	0.0	Selenomonas	genus
	0.0	Sellimonas intestinalis	Sellimonas intestinalis	Sellimonas	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1653434.0		GCF_001280875.1	2648501785.0	PMID:31477907	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Anaerobe	0.0	0	0.0	3185562.0	3107.0	1443581.0	45.0	3029.0	97.49	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/875/GCF_001280875.1_ASM128087v1	Sellimonas.json	0.0		0.0	0.0	Sellimonas	genus
	0.0	Senegalimassilia anaerobia JC110	Senegalimassilia anaerobia	Senegalimassilia	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	Mouse	1034345.0		GCF_000236865.1	2547132148.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Motile	0.0	2354438.0	2020.0	1461081.0	62.0	1953.0	96.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/865/GCF_000236865.1_ASM23686v1	Senegalimassilia.json			0.0	0.0	Senegalimassilia	genus
				Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Serratia.json	0.0		0.0	0.0	Serratia	genus
	1.0			Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human					PMID:31092280	DAR genome selection	0.0	0.0	Yes	0.0					Gram-	Facultative		Motile	0.0								Shewanella.json	0.0				Shewanella	genus
				Shigella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0				51.0				Shigella.json	0.0			0.0	Shigella	genus
Shuttleworthia satelles DSM 14600 (626523.3)	1.0	Shuttleworthia satelles DSM 14600	Shuttleworthia satelles	Shuttleworthia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	626523.0	626523.3	GCF_000160115.1	643886070.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	Nonmotile		2168977.0	2321.0	1112443.0	51.0	2261.0	97.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/115/GCF_000160115.1_ASM16011v1	Shuttleworthia.json					Shuttleworthia	genus
	0.0	Silanimonas lenta DSM 16282	Silanimonas lenta	Silanimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1123253.0		GCF_000429065.1	2524614862.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram-	Aerobe	0.0	Motile	0.0	2647044.0	2455.0	1879926.0	71.0	2392.0	97.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/065/GCF_000429065.1_ASM42906v1	Silanimonas.json	0.0				Silanimonas	genus
Bacillus fordii DSM 16014 (1121090.3)	2.0	Siminovitchia fordii DSM 16014 = CIP 108821	Siminovitchia fordii	Siminovitchia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1121090.0	1121090.3	GCF_000374565.1	2517572148.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Dairy products	Gram+	Obligate aerobe	0.0	Motile	0.0	4511199.0	4460.0	1858706.0	41.0	4358.0	97.71	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/565/GCF_000374565.1_ASM37456v1	Siminovitchia.json	0.0				Siminovitchia	genus
	0.0	Sinobacterium caligoides	Sinobacterium caligoides	Sinobacterium	Spongiibacteraceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Mouse	933926.0		GCF_003752585.1	2788499881.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Marine	Gram-	Aerobe	0.0	0	0.0	4398449.0	3940.0	2198003.0	50.0	3861.0	97.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/752/585/GCF_003752585.1_ASM375258v1	Sinobacterium.json	0.0	GCF_003752585.1	0.0	0.0	Sinobacterium	genus
				Slackia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Human							0.0	0.0							Gram+	Anaerobe	0.0		0.0								Slackia.json	0.0		0.0	0.0	Slackia	genus
	0.0			Sneathia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	Human															Gram-												Sneathia.json					Sneathia	genus
			Solobacterium moorei	Solobacterium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human		Digestive system	Gram+	Anaerobe	0.0	0	0.0				37.0				Solobacterium.json	0.0			0.0	Solobacterium	genus
	0.0	Sphingobacterium paucimobilis HER1398	Sphingobacterium paucimobilis	Sphingobacterium	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	Human	1346330.0		GCF_000416985.1	2579779088.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	5126359.0	4432.0	2094393.0	41.0	4346.0	98.06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/985/GCF_000416985.1_23.k55	Sphingobacterium.json	0.0		0.0	0.0	Sphingobacterium	genus
	0.0	Sphingobium amiense NBRC 102518	Sphingobium amiense	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	1223534.0		GCF_001591305.1	2731957645.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Lotic	Freshwater	Gram-	0	0.0	0	0.0	4535760.0	4460.0	2936856.0	65.0	4397.0	98.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/591/305/GCF_001591305.1_ASM159130v1	Sphingobium.json	0.0	GCF_001591305.1		0.0	Sphingobium	genus
	0.0	Sphingosinicella microcystinivorans	Sphingosinicella microcystinivorans	Sphingosinicella	Sphingosinicellaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	335406.0				https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0	0	0.0				64.0				Sphingosinicella.json	0.0		0.0	0.0	Sphingosinicella	genus
	0.0	Spiroplasma culicicola AES-1	Spiroplasma culicicola	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	Mouse	1276246.0		GCF_000565175.1	2558860239.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	1175131.0	1103.0	309783.0	26.0	1071.0	97.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/175/GCF_000565175.1_ASM56517v1	Spiroplasma.json	0.0			0.0	Spiroplasma	genus
Spirosoma linguale DSM 74 (504472.7)	2.0	Spirosoma linguale DSM 74	Spirosoma linguale	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Human	504472.0	504472.7	GCF_000024525.1	646311954.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Drinking water	Freshwater	Gram-	Aerobe	0.0	Nonmotile	0.0	8491258.0	7130.0	4258276.0	50.0	7067.0	99.12	https://www.ncbi.nlm.nih.gov/assembly/GCF_000024525.1/	Spirosoma.json	0.0				Spirosoma	genus
	0.0	Sporobacter termitidis DSM 10068	Sporobacter termitidis	Sporobacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1123282.0		GCF_900130065.1	2585428085.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Digestive system	Gram+	Obligate anaerobe	0.0	Nonmotile	0.0	4198214.0	3867.0	2376253.0	57.0	3793.0	98.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/130/065/GCF_900130065.1_IMG-taxon_2585428085_annotated_assembly	Sporobacter.json					Sporobacter	genus
				Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								Staphylococcus.json	0.0		0.0	0.0	Staphylococcus	genus
				Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0								Stenotrophomonas.json	0.0		0.0	0.0	Stenotrophomonas	genus
	0.0	Stomatobaculum longum	Stomatobaculum longum	Stomatobaculum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	796942.0		GCF_000242235.1	2513237338.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Anaerobe	0.0	Nonmotile	0.0	2308581.0	2141.0	1270967.0	55.0	2071.0	96.73	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/235/GCF_000242235.1_Lach_bact_ACC2_V1	Stomatobaculum.json					Stomatobaculum	genus
				Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria								0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								Streptococcus.json	0.0		0.0	0.0	Streptococcus	genus
	0.0			Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria	Human						Literature research									Gram+	0											Streptomyces.json					Streptomyces	genus
	1.0			Subdoligranulum	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human		Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0								Subdoligranulum.json				0.0	Subdoligranulum	genus
Succinatimonas hippei YIT 12066 (762983.3)	2.0	Succinatimonas hippei YIT 12066	Succinatimonas hippei	Succinatimonas	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	762983.0	762983.3	GCF_000188195.1	649990019.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Obligate anaerobe	0.0	Nonmotile		2305942.0	2223.0	928741.0	40.0	2169.0	97.57	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/195/GCF_000188195.1_ASM18819v1	Succinatimonas.json					Succinatimonas	genus
	0.0		Succiniclasticum ruminis	Succiniclasticum	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals			Gram-	Anaerobe	0.0		0.0								Succiniclasticum.json	0.0		0.0	0.0	Succiniclasticum	genus
	0.0	Succinivibrio dextrinosolvens H5	Succinivibrio dextrinosolvens	Succinivibrio	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1410676.0		GCF_000702045.1	2562617003.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	2675466.0	2430.0	1040764.0	39.0	2350.0	96.71	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/045/GCF_000702045.1_ASM70204v1	Succinivibrio.json	0.0		0.0	0.0	Succinivibrio	genus
				Sutterella	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram-	Anaerobe	0.0		0.0								Sutterella.json				0.0	Sutterella	genus
				Synergistes	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	Human						Literature research	0.0	0.0	Yes	0.0	Host-associated			Digestive system	Gram-	Obligate anaerobe	0.0						56.0				Synergistes.json		GCF_000712295.1	0.0	0.0	Synergistes	genus
Syntrophus aciditrophicus SB (56780.15)				Syntrophus	Syntrophaceae	Syntrophales	Deltaproteobacteria	Proteobacteria	Bacteria	Mouse		56780.15			Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Engineered	Wastewater	Unclassified		Gram-	Anaerobe			0.0								Syntrophus.json	0.0				Syntrophus	genus
				Tannerella	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human							0.0	0.0	Yes		Host-associated	Human		Digestive system	Gram-	Anaerobe	0.0	Nonmotile									Tannerella.json		GCF_000411515.1			Tannerella	genus
	0.0	Tatumella ptyseos ATCC 33301	Tatumella ptyseos	Tatumella	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1005995.0		GCF_000735525.1	2671180926.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	0	0.0	0	0.0	3539047.0	3405.0	1826182.0	52.0	3282.0	96.39	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/735/525/GCF_000735525.1_GTPT_DRAFTv1	Tatumella.json	0.0			0.0	Tatumella	genus
Clostridium glycolicum ATCC 14880 (1121315.3)				Terrisporobacter	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human		1121315.3	GCF_000373865.1	2515154199.0			0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+		0.0		0.0	4003496.0	3918.0	1134072.0	28.0	3842.0	98.06		Terrisporobacter.json	0.0				Terrisporobacter	genus
	0.0	Tessaracoccus massiliensis	Tessaracoccus massiliensis	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1522311.0		GCF_000826065.2	2636415402.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative	0.0	0	0.0	3211248.0	3119.0	2177721.0	68.0	3057.0	98.01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/065/GCF_000826065.2_Tessaracoccus_massiliensis_SIT6	Tessaracoccus.json	0.0		0.0	0.0	Tessaracoccus	genus
	0.0	Tetragenococcus koreensis	Tetragenococcus koreensis	Tetragenococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	290335.0			2836819050.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	0	0.0	2732026.0	2737.0	1008594.0	37.0	2589.0	94.59		Tetragenococcus.json	0.0		0.0	0.0	Tetragenococcus	genus
	0.0	Thalassobacillus sp. TM-1	Thalassobacillus massiliensis	Thalassobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1462525.0		GCF_001368835.1		PMID:25567229	Literature research									Gram+											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/368/835/GCF_001368835.1_Thalassobacillus_massiliensis	Thalassobacillus.json			0.0		Thalassobacillus	genus
Thermoanaerobacter pseudethanolicus ATCC 33223 (340099.6)	1.0	Thermoanaerobacter pseudethanolicus ATCC 33223	Thermoanaerobacter pseudethanolicus	Thermoanaerobacter	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	Mouse	340099.0	340099.6	GCF_000019085.1	641522655.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram+	Anaerobe		Motile	0.0	2362816.0	2363.0	815473.0	35.0	2291.0	96.95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/085/GCF_000019085.1_ASM1908v1	Thermoanaerobacter.json	0.0				Thermoanaerobacter	genus
			Thermoclostridium stercorarium	Thermoclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0								Thermoclostridium.json	0.0		0.0	0.0	Thermoclostridium	genus
			Thermus scotoductus	Thermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0					Gram-	Facultative	0.0	0	0.0				65.0				Thermus.json	0.0			0.0	Thermus	genus
	0.0	Timonella senegalensis JC301	Timonella senegalensis	Timonella	unclassified Micrococcales	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human	1095772.0		GCF_000312125.1	2547132155.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Aerobe	0.0	Motile	0.0	2986605.0	2817.0	1834645.0	61.0	2735.0	97.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/125/GCF_000312125.1_ASM31212v1	Timonella.json		GCF_000312125.1			Timonella	genus
