pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species	refseq id	sample body site	habitat	cell shape	id	summary_rank
	0.0	Human	634498.0		GCF_000024185.1	646311943.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0		Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram-	Obligate anaerobe		Nonmotile		2937203.0	2283.0	958732.0	33.0	2217.0	97.11	https://www.ncbi.nlm.nih.gov/assembly/GCF_000024185.1	g__Methanobrevibacter.json	634498.0	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter	s__Methanobrevibacter ruminantium					g__Methanobrevibacter	genus
Methanobrevibacter smithii ATCC 35061 (420247.6)	2.0	Human	420247.0	420247.6	GCF_000016525.1		PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0							Gram-	Obligate anaerobe	0.0	0	0.0							https://www.ncbi.nlm.nih.gov/assembly/GCF_000016525.1	g__Methanocatella.json	420247.0	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanocatella	s__Methanocatella smithii		0.0	0.0	0.0	g__Methanocatella	genus
	0.0	Human	1175296.0		GCF_000308215.1	2518645582.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0		Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe	0.0	0	0.0	2620233.0	2669.0	1584687.0	60.0	2625.0	98.35	https://www.ncbi.nlm.nih.gov/assembly/GCF_000308215.1	g__Methanomassiliicoccus.json	1175296.0	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__Methanomassiliicoccus	s__Methanomassiliicoccus luminyensis				0.0	g__Methanomassiliicoccus	genus
Methanosphaera stadtmanae DSM 3091 (339860.6)	2.0	Human	339860.0	339860.6	GCF_000012545.1	637000163.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0		Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe		Nonmotile	0.0	1767403.0	1592.0	488399.0	28.0	1536.0	96.48	https://www.ncbi.nlm.nih.gov/assembly/GCF_000012545.1	g__Methanosphaera.json	339860.0	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae					g__Methanosphaera	genus
	2.0	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Unclassified	Gram-		0.0		0.0								g__Methylobacterium.json		d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium			0.0		0.0	g__Methylobacterium	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Facultative	0.0	0	0.0								g__Methyloversatilis.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis			0.0	0.0		g__Methyloversatilis	genus
	0.0	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0			Unclassified		Gram+	Facultative	0.0		0.0								g__Microbacterium.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium			0.0			g__Microbacterium	genus
	2.0	Human							0.0	0.0	Yes	0.0			Unclassified		Gram+	Obligate aerobe	0.0	Nonmotile	0.0				73.0				g__Micrococcus.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Micrococcaceae	g__Micrococcus	s__Micrococcus luteus		0.0			g__Micrococcus	genus
Micromonospora aurantiaca ATCC 27029 (644283.3)	2.0	Human	644283.0	644283.3	GCF_000145235.1	648028042.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+	Aerobe		0	0.0	7025559.0	6360.0	5116162.0	73.0	6297.0	99.01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/235/GCF_000145235.1_ASM14523v1	g__Micromonospora.json	644283.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora aurantiaca		0.0		0.0	g__Micromonospora	genus
	0.0	Human	1033741.0		GCF_001006805.1	2802429303.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	8892715.0	9044.0	5627543.0	63.0	8969.0	99.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/805/GCF_001006805.1_Microvirga_massiliensis_JC119	g__Microvirga.json	1033741.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Microvirga	s__Microvirga massiliensis	NZ_LN811350	0.0	0.0	0.0	g__Microvirga	genus
		Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated			Digestive system	Gram-	Anaerobe	0.0	Nonmotile					58.0				g__Mitsuokella.json		d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Mitsuokella				0.0		g__Mitsuokella	genus
	0.0	Human	1522310.0		GCF_000826525.2		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/525/GCF_000826525.2_Mobilicoccus_massiliensis_SIT2	g__Mobilicoccus.json	1522310.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Dermatophilaceae	g__Mobilicoccus	s__Mobilicoccus massiliensis	GCF_000826525.2				g__Mobilicoccus	genus
		Human							0.0	0.0	Yes	0.0	Host-associated			Reproductive system		Anaerobe	0.0										g__Mobiluncus.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Actinomycetaceae	g__Mobiluncus						g__Mobiluncus	genus
Mogibacterium sp. CM50 (936375.3)	0.0	Human		936375.3					0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Anaerobe	0.0	0	0.0				44.0				g__Mogibacterium.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Mogibacterium	s__Mogibacterium timidum			0.0	0.0	g__Mogibacterium	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0								g__Moraxella.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Moraxella			0.0	0.0	0.0	g__Moraxella	genus
		Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram-	0	0.0		0.0				51.0				g__Morganella.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Morganella	s__Morganella morganii		0.0	0.0	0.0	g__Morganella	genus
	0.0	Human	796942.0		GCF_000242235.1	2513237338.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Anaerobe	0.0	Nonmotile	0.0	2308581.0	2141.0	1270967.0	55.0	2071.0	96.73	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/235/GCF_000242235.1_Lach_bact_ACC2_V1	g__Moryella.json	796942.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Moryella	s__Moryella longum					g__Moryella	genus
	0.0	Human	1686289.0		GCF_001282665.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/665/GCA_001282665.1_Mediannikovella_massiliensis	g__Mt11.json	1686289.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Tepidimicrobiaceae	g__Mt11	s__Mt11 sp001282665	GCF_001282665.1				g__Mt11	genus
	0.0	Mouse	1379858.0				Personal communication, Dr. Jan Krumsiek	Personal communication									Gram-	Anaerobe										https://www.ncbi.nlm.nih.gov/assembly/GCF_000487995.1/	g__Mucispirillum.json	1379858.0	d__Bacteria	p__Chrysiogenota	c__Deferribacteres	o__Deferribacterales	f__Mucispirillaceae	g__Mucispirillum	s__Mucispirillum schaedleri	GCF_000487995.1				g__Mucispirillum	genus
	0.0	Human					PMID:30745586	Literature research									Gram+												g__Murdochiella.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Murdochiella						g__Murdochiella	genus
	0.0	Mouse	1796646.0		GCF_001688845.2	2757320696.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	3307069.0	2858.0	1657507.0	50.0	2785.0	97.45	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/688/845/GCF_001688845.2_ASM168884v2	g__Muribaculum.json	1796646.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Muribaculum	s__Muribaculum intestinale		0.0	0.0	0.0	g__Muribaculum	genus
	0.0	Mouse	1796634.0		GCF_004346165.1	2784746785.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	3717384.0	3672.0	1602151.0	43.0	3491.0	95.07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/346/165/GCF_004346165.1_ASM434616v1	g__Muricomes.json	1796634.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Muricomes	s__Muricomes intestini	GCF_004346165.1	0.0	0.0	0.0	g__Muricomes	genus
	0.0	Mouse	1337051.0		GCF_902363655.1	2756170274.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	5754343.0	4947.0	2615774.0	45.0	4864.0	98.32	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/363/655/GCF_902363655.1_MGYG-HGUT-00135	g__Murimonas.json	1337051.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Murimonas	s__Murimonas intestini		0.0	0.0	0.0	g__Murimonas	genus
		Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								g__Mycobacterium.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium			0.0	0.0	0.0	g__Mycobacterium	genus
	2.0	Human							0.0	0.0	Yes	0.0			Unclassified		Gram-	Aerobe	0.0		0.0				40.0				g__Mycoplasmoides.json		d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasmoides	s__Mycoplasmoides pneumoniae		0.0	0.0	0.0	g__Mycoplasmoides	genus
	0.0	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental		Unclassified		Gram+	Anaerobe	0.0	0	0.0								g__Natranaerovirga.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__DSM-24629	g__Natranaerovirga			0.0	0.0	0.0	g__Natranaerovirga	genus
		Human							0.0	0.0							Gram-	Microaerophile	0.0		0.0								g__Neisseria.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria			0.0	0.0	0.0	g__Neisseria	genus
	0.0	Human				2617271261.0		Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	0	0.0	0	0.0	4309569.0	4159.0	1721935.0	40.0	3997.0	96.1		g__Neobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Cytobacillaceae	g__Neobacillus			0.0	0.0	0.0	g__Neobacillus	genus
	0.0	Human	1673724.0		GCF_001299475.1		PMID:30745586	Literature research									Gram+											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/299/475/GCF_001299475.1_Neofamilia_massiliensis	g__Neofamilia.json	1673724.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Neofamilia	s__Neofamilia massiliensis	GCF_001299475.1				g__Neofamilia	genus
	0.0	Human	1232429.0		GCF_000455245.1	2602041911.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Intestine	Digestive system	Gram+	Aerobe	0.0	0		2641000.0	2587.0	1661132.0	63.0	2531.0	97.84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/245/GCF_000455245.1_Nm_NP1	g__Nesterenkonia.json	1232429.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia rhizosphaerae	NZ_HG005165		0.0	0.0	g__Nesterenkonia	genus
	0.0	Human	1122603.0		GCF_000420645.1	2523231050.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Wetlands	Freshwater	Gram-	Aerobe	0.0	0	0.0	4515285.0	4071.0	2908683.0	64.0	4011.0	98.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/645/GCF_000420645.1_ASM42064v1	g__Nevskia.json	1122603.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Nevskia	s__Nevskia ramosa		0.0			g__Nevskia	genus
Bacillus nealsonii AAU1 (1202533.3)	2.0	Human	1202533.0	1202533.3	GCF_000401235.1	2541047554.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram+	Facultative anaerobe	0.0	0	0.0	4978389.0	4864.0	1747477.0	35.0	4789.0	98.46	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/401/235/GCF_000401235.1_BacNeaAAU1	g__Niallia.json	1202533.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Cytobacillaceae	g__Niallia	s__Niallia alba	GCF_000161435.1	0.0	0.0	0.0	g__Niallia	genus
	0.0	Human	1237085.0		GCF_000303155.1		PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0							Gram-	Aerobe	0.0	0	0.0							https://www.ncbi.nlm.nih.gov/assembly/GCF_000303155.1/	g__Nitrososphaera.json	1237085.0	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaera	s__Nitrososphaera gargensis	GCF_000167395.1	0.0	0.0	0.0	g__Nitrososphaera	genus
	0.0	Human	1325935.0		GCF_900067705.1		PMID:25567229	Literature research									Gram+	Obligate aerobe										ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/067/705/GCA_900067705.1_Nocardioides_massiliensis_str._GD13	g__Nocardioides_A.json	1325935.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides_A	s__Nocardioides_A massiliensis					g__Nocardioides_A	genus
	0.0	Human	1232430.0		GCF_000438455.1	2600255096.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram+	Aerobe	0.0	0	0.0	1509734.0	1684.0	551555.0	37.0	1633.0	96.97	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/455/GCF_000438455.1_Nosocomiicoccus_NP2_v1	g__Nosocomiicoccus.json	1232430.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Salinicoccaceae	g__Nosocomiicoccus	s__Nosocomiicoccus ampullae_A	NZ_CAVG010000001	0.0	0.0	0.0	g__Nosocomiicoccus	genus
	0.0	Human	1095769.0		GCF_000312045.1		PMID:25567229	Literature research									Gram-											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/045/GCF_000312045.1_ASM31204v1	g__Noviherbaspirillum.json	1095769.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_D	g__Noviherbaspirillum	s__Noviherbaspirillum massiliense					g__Noviherbaspirillum	genus
Novosphingobium aromaticivorans DSM 12444 (279238.18)	1.0	Human	279238.0	279238.18	GCF_000013325.1	640427126.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes		Environmental	Aquatic	Unclassified	Sediment	Gram-	Obligate aerobe		Nonmotile	0.0	4233314.0	4038.0	2756420.0	65.0	3957.0	97.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/325/GCF_000013325.1_ASM1332v1	g__Novosphingobium.json	279238.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium aromaticivorans		0.0			g__Novosphingobium	genus
	0.0	Human	1522315.0		GCF_001375555.1	2671180477.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Aerobe	0.0	Nonmotile	0.0	3754846.0	3515.0	1912729.0	51.0	3440.0	97.87	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/375/555/GCF_001375555.1_Numidum_massiliensis	g__Numidum.json	1522315.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Thermoactinomycetales	f__Novibacillaceae	g__Numidum	s__Numidum massiliense	NZ_CTDZ01000001	0.0	0.0		g__Numidum	genus
	0.0							Literature research	0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0								g__Oceanobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Amphibacillaceae	g__Oceanobacillus			0.0	0.0	0.0	g__Oceanobacillus	genus
Odoribacter splanchnicus DSM 20712 (709991.3)	2.0	Human	709991.0	709991.3	GCF_000190535.1	649633078.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Skin	Gram-	Anaerobe		Nonmotile	0.0	4392288.0	3746.0	1904432.0	43.0	3672.0	98.02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/535/GCF_000190535.1_ASM19053v1	g__Odoribacter.json	709991.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__Odoribacter splanchnicus					g__Odoribacter	genus
	0.0	Human	1776381.0		GCF_900078545.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/078/545/GCF_900078545.1_PRJEB13207	g__Olegusella.json	1776381.0	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Olegusella	s__Olegusella massiliensis	GCF_900078545.1				g__Olegusella	genus
Desulfovibrio desulfuricans subsp. desulfuricans str. G20 (207559.7)	2.0	Human	207559.0	207559.7	GCF_000012665.1	637000095.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Oil reservoir	Gram-	Anaerobe		Motile	0.0	3730232.0	3873.0	2157422.0	58.0	3783.0	97.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/665/GCF_000012665.1_ASM1266v1	g__Oleidesulfovibrio.json	207559.0	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Oleidesulfovibrio	s__Oleidesulfovibrio alaskensis	GCF_000022125.1	0.0	0.0		g__Oleidesulfovibrio	genus
		Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0				46.0				g__Oligella.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Oligella	s__Oligella urethralis		0.0	0.0	0.0	g__Oligella	genus
	0.0	Human				2558860424.0			0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	0	0.0	2724935.0	2704.0	1748646.0	64.0	2650.0	98.0		g__Olsenella_F.json		d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Olsenella_F					0.0	g__Olsenella_F	genus
		Human							0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	0	0.0								g__Oribacterium.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium						g__Oribacterium	genus
Oscillibacter ruminantium GH1 (1007096.3)				1007096.3					0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0	0	0.0								g__Oscillibacter.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter			0.0	0.0	0.0	g__Oscillibacter	genus
		Human							0.0	0.0	Yes	0.0	Host-associated	Human		Digestive system	Gram+	Obligate anaerobe	0.0	Motile	0.0								g__Otoolea.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Otoolea					0.0	g__Otoolea	genus
	2.0	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe		0	0.0								g__Oxalobacter.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_D	g__Oxalobacter						g__Oxalobacter	genus
	0.0	Human	996640.0		GCF_000307675.1	2551306396.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	5691441.0	5343.0	2591171.0	46.0	5122.0	95.86	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/675/GCF_000307675.1_PaenICGEB1.0	g__Paenibacillus.json	996640.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus polymyxa	GCF_000307675.1	0.0	0.0	0.0	g__Paenibacillus	genus
		Human							0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0								g__Paenibacillus_AQ.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_AQ			0.0	0.0	0.0	g__Paenibacillus_AQ	genus
Paenibacillus alvei DSM 29 (1206781.3)	2.0	Human	1206781.0	1206781.3	GCF_000293805.1	2827179085.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Motile	0.0	7115484.0	7637.0	3247631.0	46.0	7453.0	97.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/293/805/GCF_000293805.1_ASM29380v1	g__Paenibacillus_B.json	1206781.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_B	s__Paenibacillus_B alvei	GCF_002128345.1	0.0		0.0	g__Paenibacillus_B	genus
Paenibacillus daejeonensis DSM 15491 (1122917.3)	2.0	Human	1122917.0	1122917.3	GCF_000378385.1	2519103188.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+	Facultative anaerobe	0.0	Motile	0.0	7465935.0	6576.0	3973305.0	53.0	6472.0	98.42	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/385/GCF_000378385.1_ASM37838v1	g__Paenibacillus_D.json	1122917.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_D	s__Paenibacillus_D daejeonensis		0.0			g__Paenibacillus_D	genus
	1.0	Human					PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated		Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0				53.0				g__Paenibacillus_F.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__NBRC-103111	g__Paenibacillus_F	s__Paenibacillus_F sp000411255					g__Paenibacillus_F	genus
	0.0	Human	1033743.0		GCF_000285515.1	2547132139.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Facultative anaerobe	0.0	Motile		5494234.0	5134.0	2648430.0	48.0	5040.0	98.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/515/GCF_000285515.1_ASM28551v1	g__Paenibacillus_L.json	1033743.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__NBRC-103111	g__Paenibacillus_L	s__Paenibacillus_L senegalensis	NZ_HE610958				g__Paenibacillus_L	genus
	1.0	Human					PMID:31275260	Literature research	0.0	0.0	Yes	0.0		Unclassified	Unclassified	Unclassified	Gram+	Aerobe	0.0	0	0.0								g__Paenisporosarcina.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Paenisporosarcina				0.0	0.0	g__Paenisporosarcina	genus
Paludibacter propionicigenes WB4 (694427.4)	1.0	Mouse	694427.0	694427.4	GCF_000183135.1	649633080.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Agricultural field	Gram-	Obligate anaerobe	0.0	Nonmotile	0.0	3685504.0	3118.0	1432064.0	39.0	3054.0	97.95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/135/GCF_000183135.1_ASM18313v1	g__Paludibacter.json	694427.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__Paludibacter	s__Paludibacter propionicigenes		0.0			g__Paludibacter	genus
	1.0	Human							0.0	0.0	Yes	0.0					Gram-	0	0.0	0	0.0								g__Pantoea.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea			0.0	0.0	0.0	g__Pantoea	genus
